,x,y,content,class
223,-0.14436516625870421,-0.12925874122138714,yesterday anything went professional websites 2008 october update we  ,4
224,-0.18842506859509606,-0.1649788624447525,tip sam thanks club  ,4
225,-0.14123222641511365,-0.13124535718141897,time nighttime yep best mornings chill  ,4
226,-0.12026716201975064,-0.10852324070338437,yay hehe twins  ,4
227,-0.23232150897336298,3.295592962244341,thank  ,4
228,-0.20034955342878744,-0.1866638599970567,so finish read ember awesome really knows now one time bed next ones city book possibly quot who xd  ,4
229,-0.1392763898983258,-0.13457456088748754,good died : updated x keep actually omg back take i version drive  ,4
230,-0.1596205590510968,-0.17935567553299253,you mate  ,4
231,-0.20230528603703965,-0.1713898626862352,watched good darn wanted movie pretty  ,4
232,-0.21364582062931084,-0.16981909934105044,watched nick playlist amp funny home neil pretty nora got  ,4
233,-0.16340928462672805,-0.13749314552004108,perfect seems ah idea time now fun wasting whining yes twitter venue  ,4
234,-0.1768852521779925,-0.1886723196573628,yeah man hell effin  ,4
235,-0.15273386954582108,-0.32098076288543187,life tools easy dont try people lazy make  ,4
236,-0.28533874982873,-0.24206586054927368,n't goodness hello ai friends i message know oh  ,4
237,-0.18961097681288808,-0.1689463580554984,now got go tina song who itunes needs money thinks everyone your parol buy  ,4
238,-0.130263592063423,-0.12574682842039528,ca vegas wait n't  ,4
239,-0.20919824019860803,-0.16571780734531857,hey debby  ,4
240,-0.15785623406841345,-0.153901571123197,holy lol bowling one six sixty shit  ,4
241,-0.1743472563673914,-0.1558295394429417,glad pain dear dbq done asssss  ,4
242,-0.17760171500870905,-0.06172903184029859,bed chatting now guy night pretty amazing know  ,4
243,0.19481413911460357,-1.2972119423569088,twitter how stalking great feed what i thanks news gsoc coincidence  ,4
244,-0.22812551900425646,2.302619921307404,prince aid meditations cross watching hot crafts feel buns loves discovered egypt eggs easter  ,4
245,-0.17258026178312919,-0.23708794623301907,need later nap really n't now back twitterpeeps did one be thinking i  ,4
246,-0.2340177574260813,-0.2086885621075299,way pay forward figure trying  ,4
247,-0.1634097972433337,-0.1509930589222688,may weeks buy overdraft go extend time twilight gon dvd today na 2nd many aswell i oh  ,4
248,-0.13205956404663396,-0.12169623301593477,twitter first awww  ,4
249,-0.16005955501156977,-0.14338859483082117,glad  ,4
250,-0.15568523845924015,-0.17192770065407892,wo regret woo n't  ,4
251,-0.1364982256167697,-0.18338679128573027,thanks much  ,4
252,-0.21256927844683937,-0.1624969622850442,: please  ,4
253,-0.1454073507171185,-0.1268781416378857,sad addicted laughs entirely site now haha one endless day saw  ,4
254,-0.2564778144630426,-0.17041107574010042,dying nuts heah i thanks  ,4
255,-0.15607153025597698,-0.11461156060444029,hey please tell really mark want years boring know song doubt life 182 so blink head quot  ,4
256,-0.13453511941042798,-0.06506734252959906,jordan think i got  ,4
257,-1.48225640917197,125.27948434176133,running london calling  ,4
258,-0.1250641381581019,-0.19376003204854034,tooo just an bused day have my sun ace eyyy hahaa darl time and beaten girls loved be food xxxx what home it can i  ,4
259,-0.16173158741684374,-0.15332666272383355,school meant : soon .. lol cut home dancing cbf hair getting got  ,4
260,0.02614708526814029,-0.9651583405563883,tomorrow sleeeeeeeeeep interview luck wish  ,4
261,-0.12272011786358175,-0.09920843145936104,sad : underneith babs shop transformer entrance movie look awwh quot new i yesterday musik o-  ,4
262,-0.1633564238044609,-0.16165801710796118,lj i friended  ,4
263,-0.22235597246201694,-0.23814789856332008,ice heat reduce cream eating  ,4
264,-0.1263145706331884,-0.20056865022210063,good fight game beautiful now without even san whats wow won diego  ,4
265,-0.13415974258303726,-0.3364023178373032,sounds phd program new support/structure doing media disciplinary heavenly  ,4
266,-0.13092419443826436,-0.14668889578722377,goodnight tests ahh sleep tomorrow next big must sem class twitterers and day registration two  ,4
267,-0.13432613270312602,-0.18473165517545123,tragic aisles they borders seen one well oxford i  ,4
268,-0.15068403352688584,0.4096913340859202,carry esurance erin hot  ,4
269,-0.15412913381738308,-0.14500377081148436,and carpet sighting yet red hope beleive  ,4
270,-0.1153573458792167,-0.11194487108765526,furious cars fast excited  ,4
271,-0.22279138523362535,-0.14145734406985508,jennifer  ,4
272,0.7833624071536222,0.5844680978316232,staying yay great wall-e stress night together homework battle  ,4
273,-0.1917021060462621,-0.17922801295798946,watched sleep grrrrr n't cosby forgot funny show ca it but though  ,4
274,-0.120151454297935,-0.11606608550863472,time hehe incendiary headline going was thanks  ,4
275,-0.2008863142686456,-0.18633789188995814,morning happy  ,4
276,-0.18481940480266051,-0.12062317373399732,need 5am amp kids um cooked ready breakfasts  ,4
277,-0.17309496850768571,-0.1457214402104488,n't time right i late  ,4
278,-0.22044528346912595,-0.147130147245743,buddy *high thanks fives* hehe  ,4
279,-0.1850638967457936,-0.19762095176940128,agree made unison amp committment could incredible.considering pressure the amazing  ,4
280,-0.16015390055940837,-0.13897766941205475,going seems yeah n't lol times today now behave though drag counted tweets 15 sure  ,4
281,-0.15734246584613001,-0.14486061140420908,cooler babiiesss wants o_o hahahaha  ,4
282,-0.1557351317733381,-0.238366287355576,lol want hook heyyyyyy  ,4
283,-0.21904718442266755,-0.19846874681433868,saddle comedy house back ranch night boy then  ,4
284,-0.11535736532205777,-0.11194483805325983,today undergrad time grebel performed show last talent left exams first i  ,4
285,-0.5218145034132156,0.7561403585792691,white  ,4
286,-0.24191104998570892,-0.24925964929304562,belum kok rumah disamperin udah aja client sarapan haha sama di  ,4
287,-0.2295167885896202,-0.43423523506158507,simple reunion life makes girl new happy embrace kids extremely things  ,4
288,-0.19691927876220167,-0.2015930762732936,need oddly 'em n't tomorrow accountant evidence referring supporting though taxes even send i those  ,4
289,-0.16775660701646494,-0.13848290487581358,already sigh gmic great wish san said johanna diego spoke i meeting  ,4
290,-0.15731016402413045,-0.14528221069969888,carrie evening thanks portland wonderful  ,4
291,-0.15985457864810054,-0.1559489134293246,sleep n't morning yay 6:37  ,4
292,-0.14700116218263223,-0.14409241173034612,wal*mart uber excited headed boxes  ,4
293,-0.15448186669602473,-0.1656041343303186,adulthood temporary lot scowls  ,4
294,-0.2243050727358561,-0.15091336866028834,*sighs* sweet melting movie serendipity love i  ,4
295,-0.15604308431206665,-0.1432184623942662,the ah tweet you wake thx start day best love jon  ,4
296,-0.17107103707047225,-0.15885588334651163,dyeing got inspiration hair gt  ,4
297,-0.13127697320847606,-0.11277192103373682,around created looking account  ,4
298,-0.14572466429288836,-0.1311819283834331,things gunnna i  ,4
299,-0.28888692938278104,0.7107723065109345,interesting so far  ,4
300,-0.12809555419831814,-0.1199870145914376,website n't time hopefully nearly posted have tweeted tonight well goes night day  ,4
301,-0.21479788037100864,-0.1905877233050259,good long-time  ,4
302,-0.16750031444815897,-0.14563729729753175,armin excited buuren tomorrow pants jizzin van seeing  ,4
303,-0.22116462145610374,-0.2357678088287245,let good luck goes know  ,4
304,-0.1662702480648539,-0.15696127550685746,come congrats plz peru forever speechless seriously you were/are wait ill thank amazing someday u much  ,4
305,-0.16163853705975723,-0.15415489270561203,newborn congrats due june first our  ,4
306,-0.16241726580422303,-0.15147403535498394,go padres beat dodgers blue  ,4
307,-0.20399415801150564,-0.16959315096117497,phone hit lol updates esp  ,4
308,-0.1901203219633555,-0.17629542972574147,cutting best..smell.. glad summer come ever i back appreciate hay iowa late  ,4
309,-0.14359679883649884,-0.1452691993696045,everything loving not having life game bonus fun happy either bs  ,4
310,-0.13826433026366894,-0.10426231466920927,awww anything is  ,4
311,-0.14481993043391814,-0.16333380687481128,but mind i goodnight  ,4
312,-0.1442779918643471,-0.1393144538472924,surprise lets let oh  ,4
313,-0.2008747273364739,-0.18723860242677504,proud r.b future member  ,4
314,-0.8003742141976089,0.2852404043607555,stick donnie pictures gift usb heyy got  ,4
315,-0.22148021664967996,0.647462628476479,nip/tuck season promo drag amp original song better quot game wicked commercial giant  ,4
316,-0.17639494353366234,-0.14552781366018755,and blog fabulous wordahead loved overall post  ,4
317,-0.1738511539412693,-0.1398531019567096,luv following much amp now twitter  ,4
318,-0.17279284006752302,-0.15098679653028815,tell n't but said rocks i  ,4
319,-0.15299249523815206,-0.4339847519867316,something will happy if enjoy make  ,4
320,-0.10841144249016851,-0.10511597108534597,baby church easter breakfast sure serving discovered suspect tonight exciting i  ,4
321,-0.11785178903922461,-0.11431050274756427, ,4
322,-0.16961038690435376,-0.15884598203860695,morning  ,4
323,-0.2012341503384419,-0.1620078735520521,finally twitter back  ,4
324,-0.18244211813233055,-0.15828932135153065,really tonight++++++ sho feeling blessed love god  ,4
325,-0.21676150345449222,-0.258666601019179,buddy see n't wait ca  ,4
326,-0.1719723857687922,-0.17605596942783103,joolz soiree they thanks brisbane last held i allan year photos  ,4
327,-0.15812829564197947,-0.20020561542037205,post.. dark link chocolate enjoy within  ,4
328,0.5931747135183427,-0.19099916697327693,something time easy its answer know  ,4
329,-0.18900963193300532,-0.16074323959315312,looks wow house god my doggies different and oh  ,4
330,-0.20116639560704988,-0.20926826827961012,good sun ahhh working sunny loved day nose burn  ,4
331,-0.27694726317243384,-0.08475443537095113,online got by read keywords semester quot mean last i outlines skim  ,4
